"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]"
"Raahe Nahkiainen","2020","9","20","00:00","6.3","307"
"Raahe Nahkiainen","2020","9","20","01:00","6.5","294"
"Raahe Nahkiainen","2020","9","20","02:00","7.1","280"
"Raahe Nahkiainen","2020","9","20","03:00","5.9","272"
"Raahe Nahkiainen","2020","9","20","04:00","6.3","256"
"Raahe Nahkiainen","2020","9","20","05:00","7.8","249"
"Raahe Nahkiainen","2020","9","20","06:00","9.7","243"
"Raahe Nahkiainen","2020","9","20","07:00","11.7","258"
"Raahe Nahkiainen","2020","9","20","08:00","13.3","248"
"Raahe Nahkiainen","2020","9","20","09:00","16","249"
"Raahe Nahkiainen","2020","9","20","10:00","16.8","252"
"Raahe Nahkiainen","2020","9","20","11:00","17.9","254"
"Raahe Nahkiainen","2020","9","20","12:00","16.7","251"
"Raahe Nahkiainen","2020","9","20","13:00","15.7","251"
"Raahe Nahkiainen","2020","9","20","14:00","16.3","254"
"Raahe Nahkiainen","2020","9","20","15:00","14.6","256"
"Raahe Nahkiainen","2020","9","20","16:00","14.2","259"
"Raahe Nahkiainen","2020","9","20","17:00","13.7","267"
"Raahe Nahkiainen","2020","9","20","18:00","13.3","278"
"Raahe Nahkiainen","2020","9","20","19:00","15.2","283"
"Raahe Nahkiainen","2020","9","20","20:00","13.7","280"
"Raahe Nahkiainen","2020","9","20","21:00","15","278"
"Raahe Nahkiainen","2020","9","20","22:00","14.2","286"
"Raahe Nahkiainen","2020","9","20","23:00","13.3","286"
"Raahe Nahkiainen","2020","9","21","00:00","13.8","290"
"Raahe Nahkiainen","2020","9","21","01:00","13.7","292"
"Raahe Nahkiainen","2020","9","21","02:00","12.2","290"
"Raahe Nahkiainen","2020","9","21","03:00","11.8","290"
"Raahe Nahkiainen","2020","9","21","04:00","11.4","282"
"Raahe Nahkiainen","2020","9","21","05:00","10.1","270"
"Raahe Nahkiainen","2020","9","21","06:00","12.7","249"
"Raahe Nahkiainen","2020","9","21","07:00","15.1","246"
"Raahe Nahkiainen","2020","9","21","08:00","16.9","243"
"Raahe Nahkiainen","2020","9","21","09:00","18.6","242"
"Raahe Nahkiainen","2020","9","21","11:00","21.6","231"
"Raahe Nahkiainen","2020","9","21","12:00","21.9","225"
"Raahe Nahkiainen","2020","9","21","13:00","20.7","224"
"Raahe Nahkiainen","2020","9","21","14:00","21.1","233"
"Raahe Nahkiainen","2020","9","21","15:00","21.7","237"
"Raahe Nahkiainen","2020","9","21","16:00","21.5","238"
"Raahe Nahkiainen","2020","9","21","17:00","20.1","238"
"Raahe Nahkiainen","2020","9","21","18:00","19.4","241"
"Raahe Nahkiainen","2020","9","21","19:00","18.8","245"
"Raahe Nahkiainen","2020","9","21","20:00","16.3","254"
"Raahe Nahkiainen","2020","9","21","21:00","15.7","279"
"Raahe Nahkiainen","2020","9","21","22:00","17.2","277"
"Raahe Nahkiainen","2020","9","21","23:00","16.9","270"
"Raahe Nahkiainen","2020","9","22","00:00","18.3","271"
"Raahe Nahkiainen","2020","9","22","01:00","18.3","270"
"Raahe Nahkiainen","2020","9","22","02:00","16.6","276"
"Raahe Nahkiainen","2020","9","22","03:00","15.7","281"
"Raahe Nahkiainen","2020","9","22","04:00","14.2","275"
"Raahe Nahkiainen","2020","9","22","05:00","14.1","275"
"Raahe Nahkiainen","2020","9","22","06:00","13.1","278"
"Raahe Nahkiainen","2020","9","22","07:00","12.6","280"
"Raahe Nahkiainen","2020","9","22","08:00","12.5","283"
"Raahe Nahkiainen","2020","9","22","10:00","13.3","282"
"Raahe Nahkiainen","2020","9","22","11:00","13.7","278"
"Raahe Nahkiainen","2020","9","22","12:00","12.5","272"
"Raahe Nahkiainen","2020","9","22","13:00","12.5","272"
"Raahe Nahkiainen","2020","9","22","14:00","10.7","264"
"Raahe Nahkiainen","2020","9","22","15:00","11.3","258"
"Raahe Nahkiainen","2020","9","22","16:00","12.1","254"
"Raahe Nahkiainen","2020","9","22","17:00","10.7","262"
"Raahe Nahkiainen","2020","9","22","18:00","10.8","261"
"Raahe Nahkiainen","2020","9","22","19:00","9.9","262"
"Raahe Nahkiainen","2020","9","22","20:00","8.2","260"
"Raahe Nahkiainen","2020","9","22","21:00","7.6","254"
"Raahe Nahkiainen","2020","9","22","22:00","7.4","244"
"Raahe Nahkiainen","2020","9","22","23:00","5.5","238"
"Raahe Nahkiainen","2020","9","23","00:00","7.2","209"
"Raahe Nahkiainen","2020","9","23","01:00","5.2","177"
"Raahe Nahkiainen","2020","9","23","02:00","7.4","150"
"Raahe Nahkiainen","2020","9","23","03:00","8.5","145"
"Raahe Nahkiainen","2020","9","23","04:00","10.3","152"
"Raahe Nahkiainen","2020","9","23","05:00","12","156"
"Raahe Nahkiainen","2020","9","23","06:00","11.4","165"
"Raahe Nahkiainen","2020","9","23","07:00","10.8","169"
"Raahe Nahkiainen","2020","9","23","08:00","10.1","171"
"Raahe Nahkiainen","2020","9","23","09:00","9.1","180"
"Raahe Nahkiainen","2020","9","23","10:00","8.9","187"
"Raahe Nahkiainen","2020","9","23","11:00","8.7","190"
"Raahe Nahkiainen","2020","9","23","12:00","8.2","197"
"Raahe Nahkiainen","2020","9","23","13:00","8.2","190"
"Raahe Nahkiainen","2020","9","23","14:00","8.4","192"
"Raahe Nahkiainen","2020","9","23","15:00","8.7","192"
"Raahe Nahkiainen","2020","9","23","16:00","10.7","199"
"Raahe Nahkiainen","2020","9","23","17:00","9.3","198"
"Raahe Nahkiainen","2020","9","23","18:00","11.8","217"
"Raahe Nahkiainen","2020","9","23","19:00","11","215"
"Raahe Nahkiainen","2020","9","23","20:00","10.8","218"
"Raahe Nahkiainen","2020","9","23","21:00","10.4","216"
"Raahe Nahkiainen","2020","9","23","22:00","9.9","212"
"Raahe Nahkiainen","2020","9","23","23:00","10.4","222"
"Raahe Nahkiainen","2020","9","24","00:00","9","230"
"Raahe Nahkiainen","2020","9","24","01:00","7.1","246"
"Raahe Nahkiainen","2020","9","24","02:00","5","271"
"Raahe Nahkiainen","2020","9","24","03:00","8.6","5"
"Raahe Nahkiainen","2020","9","24","04:00","9.7","16"
"Raahe Nahkiainen","2020","9","24","05:00","7.7","29"
"Raahe Nahkiainen","2020","9","24","06:00","6.9","51"
"Raahe Nahkiainen","2020","9","24","07:00","5.2","65"
"Raahe Nahkiainen","2020","9","24","08:00","5.2","89"
"Raahe Nahkiainen","2020","9","24","09:00","4.9","80"
"Raahe Nahkiainen","2020","9","24","10:00","5.7","86"
"Raahe Nahkiainen","2020","9","24","11:00","3.7","113"
"Raahe Nahkiainen","2020","9","24","12:00","1.3","134"
"Raahe Nahkiainen","2020","9","24","13:00","1.7","141"
"Raahe Nahkiainen","2020","9","24","14:00","2.6","153"
"Raahe Nahkiainen","2020","9","24","15:00","3.4","150"
"Raahe Nahkiainen","2020","9","24","16:00","4.2","140"
"Raahe Nahkiainen","2020","9","24","17:00","6.5","136"
"Raahe Nahkiainen","2020","9","24","18:00","6.1","127"
"Raahe Nahkiainen","2020","9","24","19:00","7.3","138"
"Raahe Nahkiainen","2020","9","24","20:00","7.6","148"
"Raahe Nahkiainen","2020","9","24","21:00","8.4","164"
"Raahe Nahkiainen","2020","9","24","22:00","9.8","170"
"Raahe Nahkiainen","2020","9","24","23:00","9.8","167"
"Raahe Nahkiainen","2020","9","25","00:00","10.4","171"
"Raahe Nahkiainen","2020","9","25","01:00","9.3","173"
"Raahe Nahkiainen","2020","9","25","02:00","9.2","161"
"Raahe Nahkiainen","2020","9","25","03:00","9.4","162"
"Raahe Nahkiainen","2020","9","25","04:00","8.7","180"
"Raahe Nahkiainen","2020","9","25","05:00","8.7","192"
"Raahe Nahkiainen","2020","9","25","06:00","9.1","206"
"Raahe Nahkiainen","2020","9","25","07:00","11.6","216"
"Raahe Nahkiainen","2020","9","25","08:00","13.5","218"
"Raahe Nahkiainen","2020","9","25","09:00","14","219"
"Raahe Nahkiainen","2020","9","25","10:00","15","219"
"Raahe Nahkiainen","2020","9","25","11:00","15.6","219"
"Raahe Nahkiainen","2020","9","25","12:00","14.5","226"
"Raahe Nahkiainen","2020","9","25","13:00","15.5","234"
"Raahe Nahkiainen","2020","9","25","14:00","14.9","235"
"Raahe Nahkiainen","2020","9","25","15:00","13.8","240"
"Raahe Nahkiainen","2020","9","25","16:00","13","234"
"Raahe Nahkiainen","2020","9","25","17:00","10.9","238"
"Raahe Nahkiainen","2020","9","25","18:00","9.9","237"
"Raahe Nahkiainen","2020","9","25","19:00","8","242"
"Raahe Nahkiainen","2020","9","25","20:00","7","241"
"Raahe Nahkiainen","2020","9","25","21:00","5.8","247"
"Raahe Nahkiainen","2020","9","25","22:00","3.4","254"
"Raahe Nahkiainen","2020","9","25","23:00","1.3","248"
"Raahe Nahkiainen","2020","9","26","00:00","1.4","129"
"Raahe Nahkiainen","2020","9","26","01:00","2.1","117"
"Raahe Nahkiainen","2020","9","26","02:00","2.6","59"
"Raahe Nahkiainen","2020","9","26","03:00","5.1","79"
"Raahe Nahkiainen","2020","9","26","04:00","6","91"
"Raahe Nahkiainen","2020","9","26","05:00","6.5","91"
"Raahe Nahkiainen","2020","9","26","06:00","5.7","80"
"Raahe Nahkiainen","2020","9","26","07:00","6.5","57"
"Raahe Nahkiainen","2020","9","26","08:00","9.1","46"
"Raahe Nahkiainen","2020","9","26","09:00","10.4","57"
"Raahe Nahkiainen","2020","9","26","10:00","9.5","70"
"Raahe Nahkiainen","2020","9","26","11:00","7.6","64"
"Raahe Nahkiainen","2020","9","26","12:00","8.3","49"
"Raahe Nahkiainen","2020","9","26","13:00","9.7","45"
"Raahe Nahkiainen","2020","9","26","14:00","12","42"
"Raahe Nahkiainen","2020","9","26","15:00","13.3","44"
"Raahe Nahkiainen","2020","9","26","16:00","13.5","40"
"Raahe Nahkiainen","2020","9","26","17:00","14.7","38"
"Raahe Nahkiainen","2020","9","26","18:00","15.3","51"
"Raahe Nahkiainen","2020","9","26","19:00","13.5","63"
"Raahe Nahkiainen","2020","9","26","20:00","12.1","61"
"Raahe Nahkiainen","2020","9","26","21:00","11.2","50"
"Raahe Nahkiainen","2020","9","26","22:00","11.5","42"
"Raahe Nahkiainen","2020","9","26","23:00","12.8","55"
"Raahe Nahkiainen","2020","9","27","00:00","11.3","53"
"Raahe Nahkiainen","2020","9","27","01:00","11.8","59"
"Raahe Nahkiainen","2020","9","27","02:00","10.7","48"
"Raahe Nahkiainen","2020","9","27","03:00","11.6","53"
"Raahe Nahkiainen","2020","9","27","04:00","11.5","62"
"Raahe Nahkiainen","2020","9","27","05:00","10.3","67"
"Raahe Nahkiainen","2020","9","27","06:00","8.7","61"
"Raahe Nahkiainen","2020","9","27","07:00","8.7","67"
"Raahe Nahkiainen","2020","9","27","08:00","8.7","67"
"Raahe Nahkiainen","2020","9","27","09:00","8.5","60"
"Raahe Nahkiainen","2020","9","27","10:00","9.2","62"
"Raahe Nahkiainen","2020","9","27","11:00","8.9","63"
"Raahe Nahkiainen","2020","9","27","12:00","8.8","60"
"Raahe Nahkiainen","2020","9","27","13:00","8.1","64"
"Raahe Nahkiainen","2020","9","27","14:00","6.9","71"
"Raahe Nahkiainen","2020","9","27","15:00","6.6","88"
"Raahe Nahkiainen","2020","9","27","16:00","6.1","95"
"Raahe Nahkiainen","2020","9","27","17:00","5.7","94"
"Raahe Nahkiainen","2020","9","27","18:00","6.6","94"
"Raahe Nahkiainen","2020","9","27","19:00","6.2","103"
"Raahe Nahkiainen","2020","9","27","20:00","5.7","114"
"Raahe Nahkiainen","2020","9","27","21:00","6.1","114"
"Raahe Nahkiainen","2020","9","27","22:00","5.8","122"
"Raahe Nahkiainen","2020","9","27","23:00","5.4","130"
"Raahe Nahkiainen","2020","9","28","00:00","5.8","135"
"Raahe Nahkiainen","2020","9","28","01:00","6.4","143"
"Raahe Nahkiainen","2020","9","28","02:00","6.4","144"
"Raahe Nahkiainen","2020","9","28","03:00","6.8","150"
"Raahe Nahkiainen","2020","9","28","04:00","6.7","157"
"Raahe Nahkiainen","2020","9","28","05:00","6","157"
"Raahe Nahkiainen","2020","9","28","06:00","6","157"
"Raahe Nahkiainen","2020","9","28","07:00","4.9","158"
"Raahe Nahkiainen","2020","9","28","08:00","3.7","155"
"Raahe Nahkiainen","2020","9","28","09:00","4.2","149"
"Raahe Nahkiainen","2020","9","28","10:00","4.1","152"
"Raahe Nahkiainen","2020","9","28","11:00","5","139"
"Raahe Nahkiainen","2020","9","28","12:00","5","138"
"Raahe Nahkiainen","2020","9","28","13:00","3.7","158"
"Raahe Nahkiainen","2020","9","28","14:00","3.5","157"
"Raahe Nahkiainen","2020","9","28","15:00","3.6","146"
"Raahe Nahkiainen","2020","9","28","16:00","4.6","142"
"Raahe Nahkiainen","2020","9","28","17:00","5.2","142"
"Raahe Nahkiainen","2020","9","28","18:00","6.5","154"
"Raahe Nahkiainen","2020","9","28","19:00","6.7","163"
"Raahe Nahkiainen","2020","9","28","20:00","7","171"
"Raahe Nahkiainen","2020","9","28","21:00","6.4","167"
"Raahe Nahkiainen","2020","9","28","22:00","6.9","167"
"Raahe Nahkiainen","2020","9","28","23:00","7.1","173"
"Raahe Nahkiainen","2020","9","29","00:00","6.3","180"
"Raahe Nahkiainen","2020","9","29","01:00","6.3","178"
"Raahe Nahkiainen","2020","9","29","02:00","5.5","177"
"Raahe Nahkiainen","2020","9","29","03:00","4.9","175"
"Raahe Nahkiainen","2020","9","29","04:00","5","169"
"Raahe Nahkiainen","2020","9","29","05:00","5.8","173"
"Raahe Nahkiainen","2020","9","29","06:00","5.6","171"
"Raahe Nahkiainen","2020","9","29","07:00","5.5","177"
"Raahe Nahkiainen","2020","9","29","08:00","4.7","188"
"Raahe Nahkiainen","2020","9","29","09:00","4.5","190"
"Raahe Nahkiainen","2020","9","29","10:00","4.3","205"
"Raahe Nahkiainen","2020","9","29","11:00","3.3","197"
"Raahe Nahkiainen","2020","9","29","12:00","2.7","179"
"Raahe Nahkiainen","2020","9","29","13:00","1.5","211"
"Raahe Nahkiainen","2020","9","29","14:00","0.8","261"
"Raahe Nahkiainen","2020","9","29","15:00","0.6","0"
"Raahe Nahkiainen","2020","9","29","16:00","0.8","87"
"Raahe Nahkiainen","2020","9","29","17:00","1.8","117"
"Raahe Nahkiainen","2020","9","29","18:00","1.9","129"
"Raahe Nahkiainen","2020","9","29","19:00","2.5","140"
"Raahe Nahkiainen","2020","9","29","20:00","3.5","142"
"Raahe Nahkiainen","2020","9","29","21:00","4.8","163"
"Raahe Nahkiainen","2020","9","29","22:00","4.9","167"
"Raahe Nahkiainen","2020","9","29","23:00","5.5","177"
"Raahe Nahkiainen","2020","9","30","00:00","5.8","171"
"Raahe Nahkiainen","2020","9","30","01:00","5.1","169"
"Raahe Nahkiainen","2020","9","30","02:00","5.4","173"
"Raahe Nahkiainen","2020","9","30","03:00","5.5","175"
"Raahe Nahkiainen","2020","9","30","04:00","5.3","171"
"Raahe Nahkiainen","2020","9","30","05:00","5.2","168"
"Raahe Nahkiainen","2020","9","30","06:00","5","165"
"Raahe Nahkiainen","2020","9","30","07:00","5.2","167"
"Raahe Nahkiainen","2020","9","30","08:00","5.5","168"
"Raahe Nahkiainen","2020","9","30","09:00","4.8","166"
"Raahe Nahkiainen","2020","9","30","10:00","4.7","162"
"Raahe Nahkiainen","2020","9","30","11:00","5.4","175"
"Raahe Nahkiainen","2020","9","30","12:00","4.5","185"
"Raahe Nahkiainen","2020","9","30","13:00","4.2","184"
"Raahe Nahkiainen","2020","9","30","14:00","4.7","183"
"Raahe Nahkiainen","2020","9","30","15:00","4.2","167"
"Raahe Nahkiainen","2020","9","30","16:00","4.8","181"
"Raahe Nahkiainen","2020","9","30","17:00","4.8","160"
"Raahe Nahkiainen","2020","9","30","18:00","5.8","159"
"Raahe Nahkiainen","2020","9","30","19:00","6.6","162"
"Raahe Nahkiainen","2020","9","30","20:00","7.4","170"
"Raahe Nahkiainen","2020","9","30","21:00","7.2","188"
"Raahe Nahkiainen","2020","9","30","22:00","7.2","182"
"Raahe Nahkiainen","2020","9","30","23:00","6.1","167"
"Raahe Nahkiainen","2020","10","1","00:00","7.2","175"
"Raahe Nahkiainen","2020","10","1","01:00","7","188"
"Raahe Nahkiainen","2020","10","1","02:00","7.4","194"
"Raahe Nahkiainen","2020","10","1","03:00","6.6","188"
"Raahe Nahkiainen","2020","10","1","04:00","7","193"
"Raahe Nahkiainen","2020","10","1","05:00","7.1","197"
"Raahe Nahkiainen","2020","10","1","06:00","6.6","205"
"Raahe Nahkiainen","2020","10","1","07:00","3.9","249"
"Raahe Nahkiainen","2020","10","1","08:00","3","235"
"Raahe Nahkiainen","2020","10","1","09:00","3.4","211"
"Raahe Nahkiainen","2020","10","1","10:00","2.9","232"
"Raahe Nahkiainen","2020","10","1","11:00","2.2","277"
"Raahe Nahkiainen","2020","10","1","12:00","2.4","293"
"Raahe Nahkiainen","2020","10","1","13:00","2","322"
"Raahe Nahkiainen","2020","10","1","14:00","1.3","346"
"Raahe Nahkiainen","2020","10","1","15:00","1.4","14"
"Raahe Nahkiainen","2020","10","1","16:00","2.3","45"
"Raahe Nahkiainen","2020","10","1","17:00","3.9","70"
"Raahe Nahkiainen","2020","10","1","18:00","4.3","82"
"Raahe Nahkiainen","2020","10","1","19:00","4.8","90"
"Raahe Nahkiainen","2020","10","1","20:00","4.6","91"
"Raahe Nahkiainen","2020","10","1","21:00","4.3","108"
"Raahe Nahkiainen","2020","10","1","22:00","3.8","115"
"Raahe Nahkiainen","2020","10","1","23:00","4","129"
"Raahe Nahkiainen","2020","10","2","00:00","3.4","122"
"Raahe Nahkiainen","2020","10","2","01:00","3.3","106"
"Raahe Nahkiainen","2020","10","2","02:00","4.3","89"
"Raahe Nahkiainen","2020","10","2","03:00","5.6","87"
"Raahe Nahkiainen","2020","10","2","04:00","6.2","89"
"Raahe Nahkiainen","2020","10","2","05:00","6.6","105"
"Raahe Nahkiainen","2020","10","2","06:00","6.3","115"
"Raahe Nahkiainen","2020","10","2","07:00","7.3","107"
"Raahe Nahkiainen","2020","10","2","08:00","8.1","104"
"Raahe Nahkiainen","2020","10","2","09:00","7.7","96"
"Raahe Nahkiainen","2020","10","2","10:00","8.1","91"
"Raahe Nahkiainen","2020","10","2","11:00","8.6","92"
"Raahe Nahkiainen","2020","10","2","12:00","7.6","99"
"Raahe Nahkiainen","2020","10","2","13:00","7.6","107"
"Raahe Nahkiainen","2020","10","2","14:00","6.8","109"
"Raahe Nahkiainen","2020","10","2","15:00","6.9","108"
"Raahe Nahkiainen","2020","10","2","16:00","7.2","98"
"Raahe Nahkiainen","2020","10","2","17:00","7.7","102"
"Raahe Nahkiainen","2020","10","2","18:00","8.4","114"
"Raahe Nahkiainen","2020","10","2","19:00","8.8","120"
"Raahe Nahkiainen","2020","10","2","20:00","7.8","125"
"Raahe Nahkiainen","2020","10","2","21:00","7.3","135"
"Raahe Nahkiainen","2020","10","2","22:00","7.1","140"
"Raahe Nahkiainen","2020","10","2","23:00","6.7","144"
"Raahe Nahkiainen","2020","10","3","00:00","6.7","138"
"Raahe Nahkiainen","2020","10","3","01:00","6.4","137"
"Raahe Nahkiainen","2020","10","3","02:00","7.3","136"
"Raahe Nahkiainen","2020","10","3","03:00","7.6","134"
"Raahe Nahkiainen","2020","10","3","04:00","6.7","135"
"Raahe Nahkiainen","2020","10","3","05:00","7.4","137"
"Raahe Nahkiainen","2020","10","3","06:00","6.3","140"
"Raahe Nahkiainen","2020","10","3","07:00","6.4","138"
"Raahe Nahkiainen","2020","10","3","08:00","6.7","136"
"Raahe Nahkiainen","2020","10","3","09:00","6.9","129"
"Raahe Nahkiainen","2020","10","3","10:00","6.9","129"
"Raahe Nahkiainen","2020","10","3","12:00","6.3","136"
"Raahe Nahkiainen","2020","10","3","13:00","6.8","122"
"Raahe Nahkiainen","2020","10","3","14:00","7","112"
"Raahe Nahkiainen","2020","10","3","15:00","7.5","113"
"Raahe Nahkiainen","2020","10","3","16:00","8.2","111"
"Raahe Nahkiainen","2020","10","3","17:00","8.7","110"
"Raahe Nahkiainen","2020","10","3","18:00","8.8","111"
"Raahe Nahkiainen","2020","10","3","19:00","9.3","115"
"Raahe Nahkiainen","2020","10","3","20:00","9.1","125"
"Raahe Nahkiainen","2020","10","3","21:00","9.2","125"
"Raahe Nahkiainen","2020","10","3","22:00","8.3","128"
"Raahe Nahkiainen","2020","10","3","23:00","9.2","130"
"Raahe Nahkiainen","2020","10","4","00:00","10.6","133"
"Raahe Nahkiainen","2020","10","4","01:00","9.9","127"
"Raahe Nahkiainen","2020","10","4","02:00","9.5","124"
"Raahe Nahkiainen","2020","10","4","03:00","10.1","123"
"Raahe Nahkiainen","2020","10","4","04:00","10.1","122"
"Raahe Nahkiainen","2020","10","4","05:00","9.5","119"
"Raahe Nahkiainen","2020","10","4","06:00","9.3","122"
"Raahe Nahkiainen","2020","10","4","07:00","8.9","119"
"Raahe Nahkiainen","2020","10","4","08:00","9.1","118"
"Raahe Nahkiainen","2020","10","4","09:00","9","125"
"Raahe Nahkiainen","2020","10","4","10:00","9.4","122"
"Raahe Nahkiainen","2020","10","4","11:00","9","115"
"Raahe Nahkiainen","2020","10","4","12:00","9.8","112"
"Raahe Nahkiainen","2020","10","4","14:00","8.4","113"
"Raahe Nahkiainen","2020","10","4","15:00","8.6","110"
"Raahe Nahkiainen","2020","10","4","16:00","9.2","111"
"Raahe Nahkiainen","2020","10","4","17:00","9.3","110"
"Raahe Nahkiainen","2020","10","4","18:00","10.3","109"
"Raahe Nahkiainen","2020","10","4","19:00","10.7","116"
"Raahe Nahkiainen","2020","10","4","20:00","11","115"
"Raahe Nahkiainen","2020","10","4","21:00","10.8","117"
"Raahe Nahkiainen","2020","10","4","22:00","10.1","115"
"Raahe Nahkiainen","2020","10","4","23:00","10.2","105"
"Raahe Nahkiainen","2020","10","5","00:00","11.1","99"
"Raahe Nahkiainen","2020","10","5","01:00","10","97"
"Raahe Nahkiainen","2020","10","5","02:00","10","99"
"Raahe Nahkiainen","2020","10","5","03:00","10.5","106"
"Raahe Nahkiainen","2020","10","5","04:00","10.8","110"
"Raahe Nahkiainen","2020","10","5","05:00","10.3","106"
"Raahe Nahkiainen","2020","10","5","06:00","10","99"
"Raahe Nahkiainen","2020","10","5","07:00","10.2","99"
"Raahe Nahkiainen","2020","10","5","08:00","10","102"
"Raahe Nahkiainen","2020","10","5","09:00","9.9","108"
"Raahe Nahkiainen","2020","10","5","10:00","10.1","109"
"Raahe Nahkiainen","2020","10","5","11:00","10","109"
"Raahe Nahkiainen","2020","10","5","12:00","9.5","115"
"Raahe Nahkiainen","2020","10","5","13:00","8.6","116"
"Raahe Nahkiainen","2020","10","5","14:00","8.3","113"
"Raahe Nahkiainen","2020","10","5","15:00","8.6","111"
"Raahe Nahkiainen","2020","10","5","16:00","8.6","108"
"Raahe Nahkiainen","2020","10","5","17:00","8.4","113"
"Raahe Nahkiainen","2020","10","5","18:00","7.3","126"
"Raahe Nahkiainen","2020","10","5","19:00","6.7","151"
"Raahe Nahkiainen","2020","10","5","20:00","6.3","174"
"Raahe Nahkiainen","2020","10","5","21:00","6.6","151"
"Raahe Nahkiainen","2020","10","5","22:00","7.1","163"
"Raahe Nahkiainen","2020","10","5","23:00","7.9","169"
"Raahe Nahkiainen","2020","10","6","00:00","7.3","167"
"Raahe Nahkiainen","2020","10","6","01:00","6.2","150"
"Raahe Nahkiainen","2020","10","6","02:00","6.2","148"
"Raahe Nahkiainen","2020","10","6","03:00","6.3","138"
"Raahe Nahkiainen","2020","10","6","04:00","7.1","135"
"Raahe Nahkiainen","2020","10","6","05:00","6","127"
"Raahe Nahkiainen","2020","10","6","06:00","7.9","113"
"Raahe Nahkiainen","2020","10","6","07:00","8.5","113"
"Raahe Nahkiainen","2020","10","6","08:00","8","113"
"Raahe Nahkiainen","2020","10","6","11:00","10.6","96"
"Raahe Nahkiainen","2020","10","6","12:00","11.3","104"
"Raahe Nahkiainen","2020","10","6","13:00","13","102"
"Raahe Nahkiainen","2020","10","6","14:00","13.4","101"
"Raahe Nahkiainen","2020","10","6","15:00","13","102"
"Raahe Nahkiainen","2020","10","6","16:00","12.7","108"
"Raahe Nahkiainen","2020","10","6","17:00","12.5","113"
"Raahe Nahkiainen","2020","10","6","18:00","11","120"
"Raahe Nahkiainen","2020","10","6","19:00","10.9","120"
"Raahe Nahkiainen","2020","10","6","20:00","9.5","128"
"Raahe Nahkiainen","2020","10","6","21:00","9.5","131"
"Raahe Nahkiainen","2020","10","6","22:00","8.7","129"
"Raahe Nahkiainen","2020","10","6","23:00","9.3","131"
"Raahe Nahkiainen","2020","10","7","00:00","9.6","137"
"Raahe Nahkiainen","2020","10","7","01:00","8.8","142"
"Raahe Nahkiainen","2020","10","7","02:00","8.4","144"
"Raahe Nahkiainen","2020","10","7","03:00","8","147"
"Raahe Nahkiainen","2020","10","7","04:00","8.7","151"
"Raahe Nahkiainen","2020","10","7","05:00","8.7","153"
"Raahe Nahkiainen","2020","10","7","06:00","8.6","153"
"Raahe Nahkiainen","2020","10","7","07:00","8.5","154"
"Raahe Nahkiainen","2020","10","7","08:00","8.5","156"
"Raahe Nahkiainen","2020","10","7","09:00","8.8","155"
"Raahe Nahkiainen","2020","10","7","10:00","8.9","157"
"Raahe Nahkiainen","2020","10","7","11:00","8.7","159"
"Raahe Nahkiainen","2020","10","7","12:00","9.5","150"
"Raahe Nahkiainen","2020","10","7","13:00","9.3","150"
"Raahe Nahkiainen","2020","10","7","14:00","8.9","155"
"Raahe Nahkiainen","2020","10","7","15:00","9.1","153"
"Raahe Nahkiainen","2020","10","7","16:00","8.6","159"
"Raahe Nahkiainen","2020","10","7","17:00","9.4","161"
"Raahe Nahkiainen","2020","10","7","18:00","9.6","160"
"Raahe Nahkiainen","2020","10","7","19:00","9.5","161"
"Raahe Nahkiainen","2020","10","7","20:00","9.1","162"
"Raahe Nahkiainen","2020","10","7","21:00","9","163"
"Raahe Nahkiainen","2020","10","7","22:00","7.7","164"
"Raahe Nahkiainen","2020","10","7","23:00","7.3","161"
"Raahe Nahkiainen","2020","10","8","00:00","7.7","164"
"Raahe Nahkiainen","2020","10","8","01:00","7.7","163"
"Raahe Nahkiainen","2020","10","8","02:00","7.3","164"
"Raahe Nahkiainen","2020","10","8","03:00","6.6","161"
"Raahe Nahkiainen","2020","10","8","04:00","6.6","160"
"Raahe Nahkiainen","2020","10","8","05:00","7.4","157"
"Raahe Nahkiainen","2020","10","8","06:00","7.9","156"
"Raahe Nahkiainen","2020","10","8","07:00","7.6","150"
"Raahe Nahkiainen","2020","10","8","08:00","9.3","156"
"Raahe Nahkiainen","2020","10","8","09:00","9","161"
"Raahe Nahkiainen","2020","10","8","10:00","8.7","164"
"Raahe Nahkiainen","2020","10","8","11:00","8.4","164"
"Raahe Nahkiainen","2020","10","8","12:00","8.8","171"
"Raahe Nahkiainen","2020","10","8","13:00","8.9","167"
"Raahe Nahkiainen","2020","10","8","14:00","8.1","164"
"Raahe Nahkiainen","2020","10","8","15:00","7.7","158"
"Raahe Nahkiainen","2020","10","8","16:00","7.6","157"
"Raahe Nahkiainen","2020","10","8","17:00","8","155"
"Raahe Nahkiainen","2020","10","8","18:00","8.2","173"
"Raahe Nahkiainen","2020","10","8","19:00","5.7","190"
"Raahe Nahkiainen","2020","10","8","20:00","7.6","183"
"Raahe Nahkiainen","2020","10","8","21:00","8","181"
"Raahe Nahkiainen","2020","10","8","22:00","8.8","181"
"Raahe Nahkiainen","2020","10","8","23:00","8.6","178"
"Raahe Nahkiainen","2020","10","9","00:00","8.7","181"
"Raahe Nahkiainen","2020","10","9","01:00","8.7","180"
