"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]"
"Kumlinge kirkonkylä","2020","7","12","13:00","3.8","285"
"Kumlinge kirkonkylä","2020","7","12","14:00","1.3","281"
"Kumlinge kirkonkylä","2020","7","12","15:00","2.3","257"
"Kumlinge kirkonkylä","2020","7","12","16:00","2.6","284"
"Kumlinge kirkonkylä","2020","7","12","17:00","2.8","267"
"Kumlinge kirkonkylä","2020","7","12","18:00","3.1","310"
"Kumlinge kirkonkylä","2020","7","12","19:00","3","318"
"Kumlinge kirkonkylä","2020","7","12","20:00","3","312"
"Kumlinge kirkonkylä","2020","7","12","21:00","3.2","283"
"Kumlinge kirkonkylä","2020","7","12","22:00","3.3","277"
"Kumlinge kirkonkylä","2020","7","12","23:00","2.7","268"
"Kumlinge kirkonkylä","2020","7","13","00:00","2.5","252"
"Kumlinge kirkonkylä","2020","7","13","01:00","2","270"
"Kumlinge kirkonkylä","2020","7","13","02:00","1.5","256"
"Kumlinge kirkonkylä","2020","7","13","03:00","1.6","221"
"Kumlinge kirkonkylä","2020","7","13","04:00","1.9","239"
"Kumlinge kirkonkylä","2020","7","13","05:00","2.5","224"
"Kumlinge kirkonkylä","2020","7","13","06:00","2.7","212"
"Kumlinge kirkonkylä","2020","7","13","07:00","2.8","185"
"Kumlinge kirkonkylä","2020","7","13","08:00","3.8","157"
"Kumlinge kirkonkylä","2020","7","13","09:00","4.9","170"
"Kumlinge kirkonkylä","2020","7","13","10:00","4.9","203"
"Kumlinge kirkonkylä","2020","7","13","11:00","3.8","338"
"Kumlinge kirkonkylä","2020","7","13","12:00","4","343"
"Kumlinge kirkonkylä","2020","7","13","13:00","4.4","337"
"Kumlinge kirkonkylä","2020","7","13","14:00","5.3","333"
"Kumlinge kirkonkylä","2020","7","13","15:00","5.2","330"
"Kumlinge kirkonkylä","2020","7","13","16:00","4.3","322"
"Kumlinge kirkonkylä","2020","7","13","17:00","3.8","314"
"Kumlinge kirkonkylä","2020","7","13","18:00","3.3","297"
"Kumlinge kirkonkylä","2020","7","13","19:00","2.8","283"
"Kumlinge kirkonkylä","2020","7","13","20:00","2.8","254"
"Kumlinge kirkonkylä","2020","7","13","21:00","2.7","207"
"Kumlinge kirkonkylä","2020","7","13","22:00","3.2","221"
"Kumlinge kirkonkylä","2020","7","13","23:00","4.4","239"
"Kumlinge kirkonkylä","2020","7","14","00:00","3.9","226"
"Kumlinge kirkonkylä","2020","7","14","01:00","3.9","210"
"Kumlinge kirkonkylä","2020","7","14","02:00","4.3","218"
"Kumlinge kirkonkylä","2020","7","14","03:00","5.2","227"
"Kumlinge kirkonkylä","2020","7","14","04:00","5","224"
"Kumlinge kirkonkylä","2020","7","14","05:00","5","230"
"Kumlinge kirkonkylä","2020","7","14","06:00","4.4","233"
"Kumlinge kirkonkylä","2020","7","14","07:00","4.1","225"
"Kumlinge kirkonkylä","2020","7","14","08:00","3.5","209"
"Kumlinge kirkonkylä","2020","7","14","09:00","4.5","163"
"Kumlinge kirkonkylä","2020","7","14","10:00","4.6","183"
"Kumlinge kirkonkylä","2020","7","14","11:00","4.6","183"
"Kumlinge kirkonkylä","2020","7","14","12:00","5.6","179"
"Kumlinge kirkonkylä","2020","7","14","13:00","6.1","166"
"Kumlinge kirkonkylä","2020","7","14","14:00","5.6","170"
"Kumlinge kirkonkylä","2020","7","14","15:00","5.8","178"
"Kumlinge kirkonkylä","2020","7","14","16:00","5.4","174"
"Kumlinge kirkonkylä","2020","7","14","17:00","4.4","167"
"Kumlinge kirkonkylä","2020","7","14","18:00","4.3","162"
"Kumlinge kirkonkylä","2020","7","14","19:00","4.1","160"
"Kumlinge kirkonkylä","2020","7","14","20:00","5","157"
"Kumlinge kirkonkylä","2020","7","14","21:00","5.3","164"
"Kumlinge kirkonkylä","2020","7","14","22:00","5.2","166"
"Kumlinge kirkonkylä","2020","7","14","23:00","4.5","173"
"Kumlinge kirkonkylä","2020","7","15","00:00","4.2","174"
"Kumlinge kirkonkylä","2020","7","15","01:00","4.4","168"
"Kumlinge kirkonkylä","2020","7","15","02:00","4.3","168"
"Kumlinge kirkonkylä","2020","7","15","03:00","4.1","163"
"Kumlinge kirkonkylä","2020","7","15","04:00","4.8","161"
"Kumlinge kirkonkylä","2020","7","15","05:00","4.9","163"
"Kumlinge kirkonkylä","2020","7","15","06:00","4.7","166"
"Kumlinge kirkonkylä","2020","7","15","07:00","5.1","163"
"Kumlinge kirkonkylä","2020","7","15","08:00","5.3","168"
"Kumlinge kirkonkylä","2020","7","15","09:00","5","163"
"Kumlinge kirkonkylä","2020","7","15","10:00","4.8","162"
"Kumlinge kirkonkylä","2020","7","15","11:00","5","162"
"Kumlinge kirkonkylä","2020","7","15","12:00","4.8","155"
"Kumlinge kirkonkylä","2020","7","15","13:00","4.5","160"
"Kumlinge kirkonkylä","2020","7","15","14:00","4.5","157"
"Kumlinge kirkonkylä","2020","7","15","15:00","3.9","162"
"Kumlinge kirkonkylä","2020","7","15","16:00","3.6","173"
"Kumlinge kirkonkylä","2020","7","15","17:00","3.3","169"
"Kumlinge kirkonkylä","2020","7","15","18:00","2.3","161"
"Kumlinge kirkonkylä","2020","7","15","19:00","2.3","144"
"Kumlinge kirkonkylä","2020","7","15","20:00","2.2","142"
"Kumlinge kirkonkylä","2020","7","15","21:00","1.6","156"
"Kumlinge kirkonkylä","2020","7","15","22:00","1.5","137"
"Kumlinge kirkonkylä","2020","7","15","23:00","1.5","122"
"Kumlinge kirkonkylä","2020","7","16","00:00","1.3","94"
"Kumlinge kirkonkylä","2020","7","16","01:00","2","60"
"Kumlinge kirkonkylä","2020","7","16","02:00","2.5","49"
"Kumlinge kirkonkylä","2020","7","16","03:00","2.6","52"
"Kumlinge kirkonkylä","2020","7","16","04:00","2.4","65"
"Kumlinge kirkonkylä","2020","7","16","05:00","1.6","77"
"Kumlinge kirkonkylä","2020","7","16","06:00","1.6","89"
"Kumlinge kirkonkylä","2020","7","16","07:00","1.5","97"
"Kumlinge kirkonkylä","2020","7","16","08:00","1.9","255"
"Kumlinge kirkonkylä","2020","7","16","09:00","3","303"
"Kumlinge kirkonkylä","2020","7","16","10:00","3.7","308"
"Kumlinge kirkonkylä","2020","7","16","11:00","3.2","309"
"Kumlinge kirkonkylä","2020","7","16","12:00","2.8","318"
"Kumlinge kirkonkylä","2020","7","16","13:00","3.4","342"
"Kumlinge kirkonkylä","2020","7","16","14:00","4.7","335"
"Kumlinge kirkonkylä","2020","7","16","15:00","4.7","333"
"Kumlinge kirkonkylä","2020","7","16","16:00","4.2","335"
"Kumlinge kirkonkylä","2020","7","16","17:00","3.6","333"
"Kumlinge kirkonkylä","2020","7","16","18:00","3.2","335"
"Kumlinge kirkonkylä","2020","7","16","19:00","2.4","336"
"Kumlinge kirkonkylä","2020","7","16","20:00","2.4","348"
"Kumlinge kirkonkylä","2020","7","16","21:00","1.9","342"
"Kumlinge kirkonkylä","2020","7","16","22:00","1.8","335"
"Kumlinge kirkonkylä","2020","7","16","23:00","0.2","9"
"Kumlinge kirkonkylä","2020","7","17","00:00","0.6","224"
"Kumlinge kirkonkylä","2020","7","17","01:00","1.6","204"
"Kumlinge kirkonkylä","2020","7","17","02:00","2.2","175"
"Kumlinge kirkonkylä","2020","7","17","03:00","2.5","189"
"Kumlinge kirkonkylä","2020","7","17","04:00","1.7","191"
"Kumlinge kirkonkylä","2020","7","17","05:00","1.7","193"
"Kumlinge kirkonkylä","2020","7","17","06:00","2","196"
"Kumlinge kirkonkylä","2020","7","17","07:00","2.2","174"
"Kumlinge kirkonkylä","2020","7","17","08:00","2.7","232"
"Kumlinge kirkonkylä","2020","7","17","09:00","3","251"
"Kumlinge kirkonkylä","2020","7","17","10:00","2.5","249"
"Kumlinge kirkonkylä","2020","7","17","11:00","3.4","165"
"Kumlinge kirkonkylä","2020","7","17","12:00","4.3","155"
"Kumlinge kirkonkylä","2020","7","17","13:00","4.4","175"
"Kumlinge kirkonkylä","2020","7","17","14:00","5.3","225"
"Kumlinge kirkonkylä","2020","7","17","15:00","5.7","223"
"Kumlinge kirkonkylä","2020","7","17","16:00","5.4","219"
"Kumlinge kirkonkylä","2020","7","17","17:00","5.2","214"
"Kumlinge kirkonkylä","2020","7","17","18:00","4.5","198"
"Kumlinge kirkonkylä","2020","7","17","19:00","4.4","189"
"Kumlinge kirkonkylä","2020","7","17","20:00","4.3","195"
"Kumlinge kirkonkylä","2020","7","17","21:00","5.1","204"
"Kumlinge kirkonkylä","2020","7","17","22:00","6.3","210"
"Kumlinge kirkonkylä","2020","7","17","23:00","6.1","212"
"Kumlinge kirkonkylä","2020","7","18","00:00","5.6","208"
"Kumlinge kirkonkylä","2020","7","18","01:00","5.1","207"
"Kumlinge kirkonkylä","2020","7","18","02:00","4.9","210"
"Kumlinge kirkonkylä","2020","7","18","03:00","3.9","209"
"Kumlinge kirkonkylä","2020","7","18","04:00","3.9","208"
"Kumlinge kirkonkylä","2020","7","18","05:00","4.1","208"
"Kumlinge kirkonkylä","2020","7","18","06:00","4.3","213"
"Kumlinge kirkonkylä","2020","7","18","07:00","4.7","212"
"Kumlinge kirkonkylä","2020","7","18","08:00","4.4","209"
"Kumlinge kirkonkylä","2020","7","18","09:00","5","215"
"Kumlinge kirkonkylä","2020","7","18","10:00","6.7","222"
"Kumlinge kirkonkylä","2020","7","18","11:00","6.4","223"
"Kumlinge kirkonkylä","2020","7","18","12:00","6.1","218"
"Kumlinge kirkonkylä","2020","7","18","13:00","5.7","220"
"Kumlinge kirkonkylä","2020","7","18","14:00","6.1","221"
"Kumlinge kirkonkylä","2020","7","18","15:00","4.8","211"
"Kumlinge kirkonkylä","2020","7","18","16:00","4.3","197"
"Kumlinge kirkonkylä","2020","7","18","17:00","4.5","197"
"Kumlinge kirkonkylä","2020","7","18","18:00","3.9","205"
"Kumlinge kirkonkylä","2020","7","18","19:00","3.7","206"
"Kumlinge kirkonkylä","2020","7","18","20:00","3.5","199"
"Kumlinge kirkonkylä","2020","7","18","21:00","3.3","179"
"Kumlinge kirkonkylä","2020","7","18","22:00","3.7","181"
"Kumlinge kirkonkylä","2020","7","18","23:00","3.6","184"
"Kumlinge kirkonkylä","2020","7","19","00:00","3","191"
"Kumlinge kirkonkylä","2020","7","19","01:00","3.7","197"
"Kumlinge kirkonkylä","2020","7","19","02:00","3.1","179"
"Kumlinge kirkonkylä","2020","7","19","03:00","3.5","171"
"Kumlinge kirkonkylä","2020","7","19","04:00","3.9","173"
"Kumlinge kirkonkylä","2020","7","19","05:00","3.9","184"
"Kumlinge kirkonkylä","2020","7","19","06:00","4.5","181"
"Kumlinge kirkonkylä","2020","7","19","07:00","4.5","185"
"Kumlinge kirkonkylä","2020","7","19","08:00","4.5","176"
"Kumlinge kirkonkylä","2020","7","19","09:00","3.9","165"
"Kumlinge kirkonkylä","2020","7","19","10:00","4.1","157"
"Kumlinge kirkonkylä","2020","7","19","11:00","3.9","161"
"Kumlinge kirkonkylä","2020","7","19","12:00","4.8","160"
"Kumlinge kirkonkylä","2020","7","19","13:00","4.4","158"
"Kumlinge kirkonkylä","2020","7","19","14:00","4","164"
"Kumlinge kirkonkylä","2020","7","19","15:00","4","166"
"Kumlinge kirkonkylä","2020","7","19","16:00","3.9","179"
"Kumlinge kirkonkylä","2020","7","19","17:00","3.7","167"
"Kumlinge kirkonkylä","2020","7","19","18:00","3.9","168"
"Kumlinge kirkonkylä","2020","7","19","19:00","4.3","165"
"Kumlinge kirkonkylä","2020","7","19","20:00","4.8","170"
"Kumlinge kirkonkylä","2020","7","19","21:00","4.7","173"
"Kumlinge kirkonkylä","2020","7","19","22:00","4.1","174"
"Kumlinge kirkonkylä","2020","7","19","23:00","3.5","177"
"Kumlinge kirkonkylä","2020","7","20","00:00","3.6","166"
"Kumlinge kirkonkylä","2020","7","20","01:00","3.8","164"
"Kumlinge kirkonkylä","2020","7","20","02:00","3.1","168"
"Kumlinge kirkonkylä","2020","7","20","03:00","3.5","165"
"Kumlinge kirkonkylä","2020","7","20","04:00","4","167"
"Kumlinge kirkonkylä","2020","7","20","05:00","3.7","166"
"Kumlinge kirkonkylä","2020","7","20","06:00","3.9","150"
"Kumlinge kirkonkylä","2020","7","20","07:00","4.1","146"
"Kumlinge kirkonkylä","2020","7","20","08:00","4.8","159"
"Kumlinge kirkonkylä","2020","7","20","09:00","4.8","165"
"Kumlinge kirkonkylä","2020","7","20","10:00","5.8","157"
"Kumlinge kirkonkylä","2020","7","20","11:00","5.5","161"
"Kumlinge kirkonkylä","2020","7","20","12:00","5.3","161"
"Kumlinge kirkonkylä","2020","7","20","13:00","5.5","156"
"Kumlinge kirkonkylä","2020","7","20","14:00","5.5","169"
"Kumlinge kirkonkylä","2020","7","20","15:00","4.3","170"
"Kumlinge kirkonkylä","2020","7","20","16:00","4.1","158"
"Kumlinge kirkonkylä","2020","7","20","17:00","4.6","162"
"Kumlinge kirkonkylä","2020","7","20","18:00","4.2","166"
"Kumlinge kirkonkylä","2020","7","20","19:00","3.4","172"
"Kumlinge kirkonkylä","2020","7","20","20:00","3.6","178"
"Kumlinge kirkonkylä","2020","7","20","21:00","4.1","204"
"Kumlinge kirkonkylä","2020","7","20","22:00","3.9","201"
"Kumlinge kirkonkylä","2020","7","20","23:00","5","207"
"Kumlinge kirkonkylä","2020","7","21","00:00","3.7","192"
"Kumlinge kirkonkylä","2020","7","21","01:00","3.8","216"
"Kumlinge kirkonkylä","2020","7","21","02:00","3.8","245"
"Kumlinge kirkonkylä","2020","7","21","03:00","3.1","254"
"Kumlinge kirkonkylä","2020","7","21","04:00","3.6","256"
"Kumlinge kirkonkylä","2020","7","21","05:00","3.6","246"
"Kumlinge kirkonkylä","2020","7","21","06:00","4.6","229"
"Kumlinge kirkonkylä","2020","7","21","07:00","5.3","232"
"Kumlinge kirkonkylä","2020","7","21","08:00","5","232"
"Kumlinge kirkonkylä","2020","7","21","09:00","6.4","243"
"Kumlinge kirkonkylä","2020","7","21","10:00","6.6","240"
"Kumlinge kirkonkylä","2020","7","21","11:00","7.6","241"
"Kumlinge kirkonkylä","2020","7","21","12:00","6.5","238"
"Kumlinge kirkonkylä","2020","7","21","13:00","4.9","239"
"Kumlinge kirkonkylä","2020","7","21","14:00","5.2","294"
"Kumlinge kirkonkylä","2020","7","21","15:00","8.8","308"
"Kumlinge kirkonkylä","2020","7","21","16:00","8.3","306"
"Kumlinge kirkonkylä","2020","7","21","17:00","7.8","311"
"Kumlinge kirkonkylä","2020","7","21","18:00","7.8","312"
"Kumlinge kirkonkylä","2020","7","21","19:00","7.1","320"
"Kumlinge kirkonkylä","2020","7","21","20:00","6.6","317"
"Kumlinge kirkonkylä","2020","7","21","21:00","7","321"
"Kumlinge kirkonkylä","2020","7","21","22:00","6.7","317"
"Kumlinge kirkonkylä","2020","7","21","23:00","7","314"
"Kumlinge kirkonkylä","2020","7","22","00:00","6.8","285"
"Kumlinge kirkonkylä","2020","7","22","01:00","7.9","303"
"Kumlinge kirkonkylä","2020","7","22","02:00","8.3","323"
"Kumlinge kirkonkylä","2020","7","22","03:00","8.1","331"
"Kumlinge kirkonkylä","2020","7","22","04:00","8.1","328"
"Kumlinge kirkonkylä","2020","7","22","05:00","8.7","325"
"Kumlinge kirkonkylä","2020","7","22","06:00","8.9","323"
"Kumlinge kirkonkylä","2020","7","22","07:00","9.1","319"
"Kumlinge kirkonkylä","2020","7","22","08:00","9.3","319"
"Kumlinge kirkonkylä","2020","7","22","09:00","9.6","315"
"Kumlinge kirkonkylä","2020","7","22","10:00","10.2","314"
"Kumlinge kirkonkylä","2020","7","22","11:00","10.6","315"
"Kumlinge kirkonkylä","2020","7","22","12:00","11.2","312"
"Kumlinge kirkonkylä","2020","7","22","13:00","11.3","311"
"Kumlinge kirkonkylä","2020","7","22","14:00","10.9","309"
"Kumlinge kirkonkylä","2020","7","22","15:00","10.3","309"
"Kumlinge kirkonkylä","2020","7","22","16:00","10.3","308"
"Kumlinge kirkonkylä","2020","7","22","17:00","9.9","307"
"Kumlinge kirkonkylä","2020","7","22","18:00","9.7","307"
"Kumlinge kirkonkylä","2020","7","22","19:00","8.9","304"
"Kumlinge kirkonkylä","2020","7","22","20:00","7.8","294"
"Kumlinge kirkonkylä","2020","7","22","21:00","7.3","291"
"Kumlinge kirkonkylä","2020","7","22","22:00","6.9","268"
"Kumlinge kirkonkylä","2020","7","22","23:00","6.8","272"
"Kumlinge kirkonkylä","2020","7","23","00:00","8.9","307"
"Kumlinge kirkonkylä","2020","7","23","01:00","9.6","312"
"Kumlinge kirkonkylä","2020","7","23","02:00","9.4","310"
"Kumlinge kirkonkylä","2020","7","23","03:00","9.3","310"
"Kumlinge kirkonkylä","2020","7","23","04:00","8.8","306"
"Kumlinge kirkonkylä","2020","7","23","05:00","8.8","303"
"Kumlinge kirkonkylä","2020","7","23","06:00","8.9","304"
"Kumlinge kirkonkylä","2020","7","23","07:00","9.1","298"
"Kumlinge kirkonkylä","2020","7","23","08:00","8.9","299"
"Kumlinge kirkonkylä","2020","7","23","09:00","8.6","294"
"Kumlinge kirkonkylä","2020","7","23","10:00","8.7","297"
"Kumlinge kirkonkylä","2020","7","23","11:00","8.9","298"
"Kumlinge kirkonkylä","2020","7","23","12:00","9.3","296"
"Kumlinge kirkonkylä","2020","7","23","13:00","9.1","296"
"Kumlinge kirkonkylä","2020","7","23","14:00","9.1","296"
"Kumlinge kirkonkylä","2020","7","23","15:00","8.3","295"
"Kumlinge kirkonkylä","2020","7","23","16:00","7.3","293"
"Kumlinge kirkonkylä","2020","7","23","17:00","6.5","281"
"Kumlinge kirkonkylä","2020","7","23","18:00","5.1","265"
"Kumlinge kirkonkylä","2020","7","23","19:00","5.7","244"
"Kumlinge kirkonkylä","2020","7","23","20:00","6.5","238"
"Kumlinge kirkonkylä","2020","7","23","21:00","6.1","241"
"Kumlinge kirkonkylä","2020","7","23","22:00","6.5","248"
"Kumlinge kirkonkylä","2020","7","23","23:00","7.3","242"
"Kumlinge kirkonkylä","2020","7","24","00:00","7.1","243"
"Kumlinge kirkonkylä","2020","7","24","01:00","5.8","274"
"Kumlinge kirkonkylä","2020","7","24","02:00","3.6","315"
"Kumlinge kirkonkylä","2020","7","24","03:00","2.7","306"
"Kumlinge kirkonkylä","2020","7","24","04:00","6.5","250"
"Kumlinge kirkonkylä","2020","7","24","05:00","7.9","253"
"Kumlinge kirkonkylä","2020","7","24","06:00","8.3","254"
"Kumlinge kirkonkylä","2020","7","24","07:00","8.6","252"
"Kumlinge kirkonkylä","2020","7","24","08:00","8.3","250"
"Kumlinge kirkonkylä","2020","7","24","09:00","8","252"
"Kumlinge kirkonkylä","2020","7","24","10:00","8.3","251"
"Kumlinge kirkonkylä","2020","7","24","11:00","8","250"
"Kumlinge kirkonkylä","2020","7","24","12:00","5.9","255"
"Kumlinge kirkonkylä","2020","7","24","13:00","4.5","265"
"Kumlinge kirkonkylä","2020","7","24","14:00","3.5","256"
"Kumlinge kirkonkylä","2020","7","24","15:00","3.7","270"
"Kumlinge kirkonkylä","2020","7","24","16:00","2.4","267"
"Kumlinge kirkonkylä","2020","7","24","17:00","1.6","232"
"Kumlinge kirkonkylä","2020","7","24","18:00","2","196"
"Kumlinge kirkonkylä","2020","7","24","19:00","2","166"
"Kumlinge kirkonkylä","2020","7","24","20:00","2.2","161"
"Kumlinge kirkonkylä","2020","7","24","21:00","2.3","165"
"Kumlinge kirkonkylä","2020","7","24","22:00","2.5","168"
"Kumlinge kirkonkylä","2020","7","24","23:00","1.9","171"
"Kumlinge kirkonkylä","2020","7","25","00:00","1.6","194"
"Kumlinge kirkonkylä","2020","7","25","01:00","1","318"
"Kumlinge kirkonkylä","2020","7","25","02:00","1.5","295"
"Kumlinge kirkonkylä","2020","7","25","03:00","2.1","284"
"Kumlinge kirkonkylä","2020","7","25","04:00","2.5","258"
"Kumlinge kirkonkylä","2020","7","25","05:00","2.6","267"
"Kumlinge kirkonkylä","2020","7","25","06:00","2.8","259"
"Kumlinge kirkonkylä","2020","7","25","07:00","3.3","257"
"Kumlinge kirkonkylä","2020","7","25","08:00","3","257"
"Kumlinge kirkonkylä","2020","7","25","09:00","2.7","241"
"Kumlinge kirkonkylä","2020","7","25","10:00","3.2","289"
"Kumlinge kirkonkylä","2020","7","25","11:00","3.9","319"
"Kumlinge kirkonkylä","2020","7","25","12:00","3.8","326"
"Kumlinge kirkonkylä","2020","7","25","13:00","3.4","330"
"Kumlinge kirkonkylä","2020","7","25","14:00","3","338"
"Kumlinge kirkonkylä","2020","7","25","15:00","2.1","347"
"Kumlinge kirkonkylä","2020","7","25","16:00","2.9","169"
"Kumlinge kirkonkylä","2020","7","25","17:00","3.2","152"
"Kumlinge kirkonkylä","2020","7","25","18:00","3.9","173"
"Kumlinge kirkonkylä","2020","7","25","19:00","3","157"
"Kumlinge kirkonkylä","2020","7","25","20:00","2.9","151"
"Kumlinge kirkonkylä","2020","7","25","21:00","2.8","160"
"Kumlinge kirkonkylä","2020","7","25","22:00","2.9","170"
"Kumlinge kirkonkylä","2020","7","25","23:00","3","170"
"Kumlinge kirkonkylä","2020","7","26","00:00","3.1","185"
"Kumlinge kirkonkylä","2020","7","26","01:00","2.3","165"
"Kumlinge kirkonkylä","2020","7","26","02:00","2.3","178"
"Kumlinge kirkonkylä","2020","7","26","03:00","2.8","179"
"Kumlinge kirkonkylä","2020","7","26","04:00","3","176"
"Kumlinge kirkonkylä","2020","7","26","05:00","3.9","188"
"Kumlinge kirkonkylä","2020","7","26","06:00","5.1","188"
"Kumlinge kirkonkylä","2020","7","26","07:00","6","182"
"Kumlinge kirkonkylä","2020","7","26","08:00","6.2","177"
"Kumlinge kirkonkylä","2020","7","26","09:00","7.1","181"
"Kumlinge kirkonkylä","2020","7","26","10:00","7.6","178"
"Kumlinge kirkonkylä","2020","7","26","11:00","6.8","173"
"Kumlinge kirkonkylä","2020","7","26","12:00","7","165"
"Kumlinge kirkonkylä","2020","7","26","13:00","6.7","169"
"Kumlinge kirkonkylä","2020","7","26","14:00","7","172"
"Kumlinge kirkonkylä","2020","7","26","15:00","6.3","170"
"Kumlinge kirkonkylä","2020","7","26","16:00","5.7","163"
"Kumlinge kirkonkylä","2020","7","26","17:00","6","149"
"Kumlinge kirkonkylä","2020","7","26","18:00","5.8","145"
"Kumlinge kirkonkylä","2020","7","26","19:00","5.1","145"
"Kumlinge kirkonkylä","2020","7","26","20:00","5","141"
"Kumlinge kirkonkylä","2020","7","26","21:00","5","136"
"Kumlinge kirkonkylä","2020","7","26","22:00","5.6","133"
"Kumlinge kirkonkylä","2020","7","26","23:00","5.6","132"
"Kumlinge kirkonkylä","2020","7","27","00:00","6.1","130"
"Kumlinge kirkonkylä","2020","7","27","01:00","6.3","129"
"Kumlinge kirkonkylä","2020","7","27","02:00","6.1","128"
"Kumlinge kirkonkylä","2020","7","27","03:00","6.3","140"
"Kumlinge kirkonkylä","2020","7","27","04:00","6.9","142"
"Kumlinge kirkonkylä","2020","7","27","05:00","6.7","151"
"Kumlinge kirkonkylä","2020","7","27","06:00","6","150"
"Kumlinge kirkonkylä","2020","7","27","07:00","5.7","149"
"Kumlinge kirkonkylä","2020","7","27","08:00","5.4","154"
"Kumlinge kirkonkylä","2020","7","27","09:00","5.7","150"
"Kumlinge kirkonkylä","2020","7","27","10:00","5.3","147"
"Kumlinge kirkonkylä","2020","7","27","11:00","4.9","150"
"Kumlinge kirkonkylä","2020","7","27","12:00","4.3","165"
"Kumlinge kirkonkylä","2020","7","27","13:00","2.5","172"
"Kumlinge kirkonkylä","2020","7","27","14:00","2.3","181"
"Kumlinge kirkonkylä","2020","7","27","15:00","2.3","278"
"Kumlinge kirkonkylä","2020","7","27","16:00","2.6","253"
"Kumlinge kirkonkylä","2020","7","27","17:00","1.9","258"
"Kumlinge kirkonkylä","2020","7","27","18:00","1.6","247"
"Kumlinge kirkonkylä","2020","7","27","19:00","1.7","191"
"Kumlinge kirkonkylä","2020","7","27","20:00","2.4","161"
"Kumlinge kirkonkylä","2020","7","27","21:00","2.4","166"
"Kumlinge kirkonkylä","2020","7","27","22:00","2.9","172"
"Kumlinge kirkonkylä","2020","7","27","23:00","2.8","173"
"Kumlinge kirkonkylä","2020","7","28","00:00","2.7","177"
"Kumlinge kirkonkylä","2020","7","28","01:00","2.4","170"
"Kumlinge kirkonkylä","2020","7","28","02:00","2.7","162"
"Kumlinge kirkonkylä","2020","7","28","03:00","2.5","168"
"Kumlinge kirkonkylä","2020","7","28","04:00","2.7","160"
"Kumlinge kirkonkylä","2020","7","28","05:00","3","159"
"Kumlinge kirkonkylä","2020","7","28","06:00","3.1","161"
"Kumlinge kirkonkylä","2020","7","28","07:00","3.5","157"
"Kumlinge kirkonkylä","2020","7","28","08:00","4.1","161"
"Kumlinge kirkonkylä","2020","7","28","09:00","4.1","156"
"Kumlinge kirkonkylä","2020","7","28","10:00","5","151"
"Kumlinge kirkonkylä","2020","7","28","11:00","5.2","158"
"Kumlinge kirkonkylä","2020","7","28","12:00","4.9","158"
"Kumlinge kirkonkylä","2020","7","28","13:00","5.1","164"
"Kumlinge kirkonkylä","2020","7","28","14:00","5.1","165"
"Kumlinge kirkonkylä","2020","7","28","15:00","4.3","161"
"Kumlinge kirkonkylä","2020","7","28","16:00","4.4","146"
"Kumlinge kirkonkylä","2020","7","28","17:00","4.8","143"
"Kumlinge kirkonkylä","2020","7","28","18:00","4.7","135"
"Kumlinge kirkonkylä","2020","7","28","19:00","4.3","137"
"Kumlinge kirkonkylä","2020","7","28","20:00","4.6","138"
"Kumlinge kirkonkylä","2020","7","28","21:00","4.8","120"
"Kumlinge kirkonkylä","2020","7","28","22:00","5.7","115"
"Kumlinge kirkonkylä","2020","7","28","23:00","6.3","119"
"Kumlinge kirkonkylä","2020","7","29","00:00","7.1","141"
"Kumlinge kirkonkylä","2020","7","29","01:00","7.3","140"
"Kumlinge kirkonkylä","2020","7","29","02:00","7.1","144"
"Kumlinge kirkonkylä","2020","7","29","03:00","6.4","165"
"Kumlinge kirkonkylä","2020","7","29","04:00","4.5","190"
"Kumlinge kirkonkylä","2020","7","29","05:00","6","252"
"Kumlinge kirkonkylä","2020","7","29","06:00","5.6","265"
"Kumlinge kirkonkylä","2020","7","29","07:00","4.8","260"
"Kumlinge kirkonkylä","2020","7","29","08:00","4.5","263"
"Kumlinge kirkonkylä","2020","7","29","09:00","4.1","248"
"Kumlinge kirkonkylä","2020","7","29","10:00","4.3","237"
"Kumlinge kirkonkylä","2020","7","29","11:00","5.8","241"
"Kumlinge kirkonkylä","2020","7","29","12:00","5.2","237"
"Kumlinge kirkonkylä","2020","7","29","13:00","5.8","222"
"Kumlinge kirkonkylä","2020","7","29","14:00","6","217"
"Kumlinge kirkonkylä","2020","7","29","15:00","6.9","221"
"Kumlinge kirkonkylä","2020","7","29","16:00","8","218"
"Kumlinge kirkonkylä","2020","7","29","17:00","7.6","219"
"Kumlinge kirkonkylä","2020","7","29","18:00","6.9","223"
"Kumlinge kirkonkylä","2020","7","29","19:00","6","220"
"Kumlinge kirkonkylä","2020","7","29","20:00","4.6","211"
"Kumlinge kirkonkylä","2020","7","29","21:00","3.9","204"
"Kumlinge kirkonkylä","2020","7","29","22:00","4","205"
"Kumlinge kirkonkylä","2020","7","29","23:00","3.9","210"
"Kumlinge kirkonkylä","2020","7","30","00:00","3.5","203"
"Kumlinge kirkonkylä","2020","7","30","01:00","3.2","199"
"Kumlinge kirkonkylä","2020","7","30","02:00","2.6","203"
"Kumlinge kirkonkylä","2020","7","30","03:00","1.9","188"
"Kumlinge kirkonkylä","2020","7","30","04:00","1.7","185"
